show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,year_added
s114,TV Show,"Mira, Royal Detective",Unknown,"Leela Ladnier, Utkarsh Ambudkar, Roshni Edwards, Kal Penn, Kamran Lucas",United States,2021-09-08,2020,TV-Y,2 Seasons,"Animation, Fantasy, Kids",Mira is the new royal detective in the land of Jalpur!,2,Seasons,2021
s115,TV Show,Pepper Ann,Unknown,"Kathleen Wilhoite, Clea Lewis, Danny Cooksey, Pamela Segall, April Winchell, Don Adams",United States,2021-09-08,1997,TV-Y,3 Seasons,"Animation, Comedy, Coming of Age",Pepper Ann Pearson is a teenage girl on an eternal quest for coolness.,3,Seasons,2021
s116,TV Show,The Incredible Dr. Pol,Unknown,"Rick Robles, Dr. Pol",United States,2021-09-08,2011,TV-14,19 Seasons,"Animals & Nature, Docuseries, Family",Dr. Pol and his team handle challenging veterinary cases and animal emergencies in central Michigan.,19,Seasons,2021
s117,Movie,Happier Than Ever: A Love Letter to Los Angeles,"Robert Rodriguez, Patrick Osborne","Billie Eilish, FINNEAS",United States,2021-09-03,2021,TV-14,66 min,"Concert Film, Music","Billie Eilish makes her Disney+ debut with ""Happier Than Ever: A Love Letter to Los Angeles.""",66,min,2021
s118,Movie,X-Men: Dark Phoenix,Simon Kinberg,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Nicholas Hoult, Sophie Turner, Tye Sheridan","United States, Canada",2021-09-03,2019,PG-13,115 min,"Action-Adventure, Family, Science Fiction","When Jean Grey transforms into the Dark Phoenix, the X-Men unite to face their greatest enemy yet.",115,min,2021
s119,TV Show,Alaska Animal Rescue,Unknown,Victoria Vosburg,United States,2021-09-01,2019,TV-PG,2 Seasons,"Animals & Nature, Docuseries, Family",Conservation heroes rescue and rehabilitate the wild animals of America’s last frontier.,2,Seasons,2021
s120,TV Show,Dug Days,Unknown,"Bob Peterson, Ed Asner, Jordan Nagai",United States,2021-09-01,2021,TV-PG,1 Season,"Animation, Comedy, Family","“Dug Days” is a collection of shorts that follows the adventures of Dug, the dog from Pixar’s “Up.”",1,Season,2021
s121,Movie,Cruella,Craig Gillespie,"Emma Stone, Emma Thompson, Joel Fry, Paul Walter Hauser, Emily Beecham, Kirby Howell-Baptiste","United States, United Kingdom",2021-08-27,2021,PG-13,137 min,"Crime, Drama","Witness the origin of Disney’s most notorious and notoriously fashionable villain, Cruella de Vil.",137,min,2021
s122,Movie,Dan in Real Life,Peter Hedges,"Steve Carell, Juliette Binoche, Dane Cook, John Mahoney, Emily Blunt, Alison Pill",United States,2021-08-27,2007,PG-13,99 min,"Comedy, Drama, Romance",A relationship expert falls in love with his brother's new girlfriend.,99,min,2021
s123,Movie,Disney Princess Remixed - An Ultimate Princess Celebration,Napoleon Dumo,"Txunamy Oriz, Natalie Peyser, Dara Reneé, Frankie Rodriguez, Julia Lester, Ruth Righi",Unknown,2021-08-27,2021,TV-G,22 min,"Family, Music, Variety",Celebrate the timeless music of Disney Princess!,22,min,2021
s124,Movie,Marvel One-Shot: All Hail the King,Drew Pearce,"Ben Kingsley, Scoot McNairy, Lester Speight, Sam Rockwell, Matt Gerald, Allen Maldonado",United States,2021-08-27,2014,TV-14,14 min,"Comedy, Drama, Thriller","Locked up in prison, infamous icon Trevor Slattery agrees to meet with a documentary filmmaker.",14,min,2021
s125,Movie,Underdog,Frederik Du Chau,"Jason Lee, Amy Adams, Jim Belushi, Peter Dinklage, Patrick Warburton, Alex Neuberger",United States,2021-08-27,2007,PG,85 min,"Action-Adventure, Family, Parody",A super-powered beagle tries to save Capital City from a mad scientist.,85,min,2021
s126,TV Show,Dr. K's Exotic Animal ER,Unknown,"Dr. Susan Kelleher, Art Edmonds",Unknown,2021-08-25,2014,TV-14,9 Seasons,"Animals & Nature, Docuseries, Family",Dedicated veterinarians treat a colorful array of exotic pets in south Florida.,9,Seasons,2021
s127,TV Show,Gigantosaurus,Unknown,"Dylan Schombing, Áine Sunderland, Nahanni Mitchell, Nicholas Holmes",France,2021-08-25,2018,TV-Y,2 Seasons,"Action-Adventure, Animation, Kids",Four dinos explore the mystery of the Gigantosaurus!,2,Seasons,2021
s128,TV Show,Life Below Zero: Next Generation,Unknown,Mocean Melvin,United States,2021-08-25,2020,TV-14,2 Seasons,"Action-Adventure, Animals & Nature, Docuseries",The next generation of Alaskans struggle to survive without modern-day comforts.,2,Seasons,2021
s129,Movie,Eragon,Stefen Fangmeier,"Ed Speleers, Jeremy Irons, Sienna Guillory, Robert Carlyle, John Malkovich, Garrett Hedlund","United States, United Kingdom, Hungary",2021-08-20,2006,PG,104 min,"Action-Adventure, Family, Fantasy","In a mythical time, a teenage boy becomes a dragon rider and embarks on a journey of adventure.",104,min,2021
s130,TV Show,Growing Up Animal,Unknown,Tracee Ellis Ross,Unknown,2021-08-18,2021,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Magical stories of baby animals on the journey from womb to the wild.,1,Season,2021
s131,Movie,Fantastic Four,Tim Story,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Kerry Washington","United States, Germany",2021-08-13,2005,PG-13,106 min,"Action-Adventure, Family, Science Fiction",Four astronauts develop superpowers and must join forces to protect mankind from doom.,106,min,2021
s132,Movie,X-Men,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen, Halle Berry, Famke Janssen, James Marsden",United States,2021-08-13,2000,PG-13,105 min,"Action-Adventure, Family, Science Fiction","The X-Men, a small band of outcast mutants, fight to save a world that hates and fears them.",105,min,2021
s133,TV Show,America's Funniest Home Videos: Animal Edition,Unknown,Alfonso Ribeiro,Unknown,2021-08-11,2021,TV-PG,1 Season,Reality,NatGeo meets AMERICA’S FUNNIEST HOME VIDEOS in a hilarious new animal show,1,Season,2021
s134,TV Show,Chicken Squad,Unknown,"Ramone Hamilton, Gabriella Graves, Maxwell Simkins, Yvette Nicole Brown",United States,2021-08-11,2021,TV-Y,1 Season,"Animation, Kids, Police/Cop",BAGAWK! Say hello to the Chicken Squad.,1,Season,2021
s135,TV Show,Disney Presents Goofy in How to Stay at Home,Unknown,"Bill Farmer, Corey Burton",Unknown,2021-08-11,2021,TV-G,1 Season,"Animation, Comedy, Family","Goofy’s back in a trio of all-new, hand-drawn animated shorts from Walt Disney Animation Studios.",1,Season,2021
s136,TV Show,Gabby Duran And The Unsittables,Unknown,"Kylie Cantrall, Maxwell Donovan, Callan Farris, Coco Christo, Valery Ortiz, Nathan Lovejoy",United States,2021-08-11,2018,TV-G,2 Seasons,"Comedy, Family, Science Fiction","Meet Gabby Duran, your average alien-babysitting girl.",2,Seasons,2021
s137,TV Show,What If...?,Unknown,Unknown,Unknown,2021-08-11,2021,TV-14,1 Season,"Action-Adventure, Animation, Anthology",“What If…?” flips the script on the MCU by reimagining events from the films in unexpected ways.,1,Season,2021
s138,Movie,Beverly Hills Chihuahua 2,Alex Zamm,"George Lopez, Odette Yustman, Miguel Ferrer, Ernie Hudson, Loretta Devine, Jon Huertas",United States,2021-08-06,2011,G,88 min,"Action-Adventure, Comedy, Family","Papi and Chloe, those talking Chihuahuas, are back... with a few surprises.",88,min,2021
s139,Movie,Beverly Hills Chihuahua 3: Viva La Fiesta!,Lev L. Spiro,"George Lopez, Odette Annable, Ernie Hudson, Miguel Ferrer, Kay Panabaker, Tom Kenny",United States,2021-08-06,2012,G,92 min,"Comedy, Coming of Age, Family","Papi plans a ""Quince"" for the littlest member of his pack.",92,min,2021
s140,Movie,Killer Shark vs Killer Whale,Unknown,Edward Marcoux,Unknown,2021-08-06,2021,TV-14,44 min,"Animals & Nature, Documentary",Orcas attack white sharks for their livers leaving scientists baffled.,44,min,2021
s141,Movie,Mrs. Doubtfire,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Polly Holliday, Lisa Jakub",United States,2021-08-06,1993,PG-13,126 min,"Comedy, Drama",An eccentric dad dresses as a British nanny so he can care for his kids at the home of their mother.,126,min,2021
s142,TV Show,Cesar Millan: Better Human Better Dog,Unknown,Dustin Rubin,Unknown,2021-08-04,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Family",Renowned Dog Behaviorist Cesar Millan transforms dogs and pet parents.,1,Season,2021
s143,TV Show,Walt Disney Animation Studios: Short Circuit Experimental Films,Unknown,Unknown,Unknown,2021-08-04,2020,PG,2 Seasons,"Animation, Anthology, Family",Welcome to Short Circuit - an experimental short film program at Disney Animation.,2,Seasons,2021
s144,Movie,Built for Mars: The Perseverance Rover,Mark J Davis,Steven French,Unknown,2021-07-30,2021,TV-PG,88 min,Documentary,BUILT FOR MARS: THE PERSEVERANCE ROVER follows the birth of the Perseverance rover.,88,min,2021
s145,Movie,Garfield,Peter Hewitt,"Breckin Meyer, Jennifer Love Hewitt, Stephen Tobolowsky, Bill Murray, Evan Arnold, Mark Lawrence",United States,2021-07-30,2004,PG,82 min,"Comedy, Family","Garfield lures Odie out of the house but once he's lost, Garfield springs into action to save him.",82,min,2021
s146,TV Show,Chip 'n' Dale: Park Life,Unknown,"Matthew Géczy, Kaycie Chase, Bill Farmer, Sylvain Caruso",Unknown,2021-07-28,2021,TV-Y7,1 Season,"Animation, Buddy, Comedy",Two tiny chipmunks have huge adventures while trying to live the good life in a big city park.,1,Season,2021
s147,TV Show,Critter Fixers: Country Vets,Unknown,Sullivan Jones,United States,2021-07-28,2020,TV-14,2 Seasons,"Animals & Nature, Docuseries, Family",Dr. Hodges and Dr. Ferguson own and operate a bustling veterinary clinic.,2,Seasons,2021
s148,TV Show,Disney Junior T.O.T.S.,Unknown,"Vanessa Williams, Megan Hilty, Jet Jurgensmeyer, Christian Simon",United States,2021-07-28,2018,TV-Y,2 Seasons,"Animation, Buddy, Kids",Pip and Freddy are new Junior Fliers at T.O.T.S.!,2,Seasons,2021
s149,TV Show,Mickey Mouse Funhouse,Unknown,"Bret Iwan, Kaitlyn Robrock, Bill Farmer, Tony Anselmo, Tress MacNeille, Harvey Guillén",United States,2021-07-28,2021,TV-Y,1 Season,"Animation, Kids",Mickey Mouse Funhouse is filled with silly adventure!,1,Season,2021
s150,TV Show,Minnie's Bow-Toons: Party Palace Pals,Unknown,"Tress MacNeille, Nika Futterman, Kaitlyn Robrock",Unknown,2021-07-28,2021,TV-Y7,1 Season,"Animation, Kids",Minnie and Daisy open a party planning business!,1,Season,2021
s151,TV Show,Turning the Tables with Robin Roberts,Unknown,Robin Roberts,Unknown,2021-07-28,2021,TV-PG,1 Season,Talk Show,Robin Roberts sits down with iconic Hollywood women for intimate & inspirational conversations.,1,Season,2021
s152,Movie,Ice Age: The Meltdown,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary, Seann William Scott, Josh Peck, Queen Latifah","United States, United Kingdom, Australia",2021-07-23,2006,PG,94 min,"Animation, Comedy, Family","Manny, Sid, Diego and Scrat join forces with new friends to save the valley from an epic flood.",94,min,2021
s153,Movie,Playing with Sharks,Unknown,"Valerie Taylor, Dr. Sylvia Earle, Jeremiah Sullivan, Wendy Benchley, Jean Michel Cousteau, Michele Hall",Unknown,2021-07-23,2021,TV-14,91 min,"Animals & Nature, Biographical, Documentary","""Playing with Sharks"" captures the life of conservationist Valerie Taylor.",91,min,2021
s154,Movie,Shark vs. Surfer,Phil Stebbing,Billy Lloyd,Unknown,2021-07-23,2020,TV-14,44 min,"Animals & Nature, Documentary",Shark vs. Surfer visits shark-infested surf spots to relive the harrowing encounters.,44,min,2021
s155,Movie,Shark vs. Whale,Unknown,Ted Stewart,Unknown,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",Marine biologist Ryan Johnson discovers rare behavior of a whale attacking a great white.,44,min,2021
s156,Movie,Stuntman,Kurt Mattila,Eddie Braun,Unknown,2021-07-23,2021,TV-14,87 min,Documentary,Stuntman Eddie Braun attempts to complete Evel Knievel's legendary Snake River Canyon rocket jump.,87,min,2021
s157,Movie,Walking with Dinosaurs: The Movie,"Barry Cook, Neil Nightingale","John Leguizamo, Justin Long, Tiya Sircar, Skyler Stone, Angourie Rice, Charlie Rowe",Unknown,2021-07-23,2013,PG,88 min,"Action-Adventure, Family, Fantasy",A young dinosaur named Patchi must find his courage to lead the herd.,88,min,2021
s158,Movie,What the Shark?,Unknown,Robert Davi,Unknown,2021-07-23,2020,TV-PG,44 min,"Animals & Nature, Documentary",What the Shark? dives deep into the environments where adaptation is critical to survival.,44,min,2021
s159,TV Show,Behind the Attraction,Unknown,Paget Brewster,Unknown,2021-07-21,2021,TV-PG,1 Season,"Docuseries, Family",Behind the Attraction takes you on a wild ride behind Disney Parks' most iconic attractions!,1,Season,2021
s160,TV Show,Disney The Owl House,Unknown,"Sarah-Nicole Robles, Wendie Malick, Alex Hirsch, Tati Gabrielle, Issac Brown, Mae Whitman","United States, United Kingdom",2021-07-21,2020,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anime",Luz stumbles upon a portal to a magical new world.,2,Seasons,2021
s161,TV Show,Meet Spidey and His Amazing Friends (Shorts),Unknown,"Ben Valic, Melanie Minichino",Unknown,2021-07-21,2021,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Meet the friends that help Spidey save the day!,1,Season,2021
s162,TV Show,Mission Force One,Unknown,"Justin Felbinger, Fiona Bishop, Ivy Bishop, Issac Ryan Brown, Sam Lavagnino, Dee Bradley Baker",Unknown,2021-07-21,2017,TV-Y,1 Season,"Action-Adventure, Animation, Kids",Five kids form an elite team to protect the universe!,1,Season,2021
s163,TV Show,Turner & Hooch,Unknown,"Josh Peck, Carra Patterson, Lyndsy Fonseca, Vanessa Lengies, Brandon Jay Mclaren, Anthony Ruivivar",Unknown,2021-07-21,2021,TV-PG,1 Season,"Action-Adventure, Buddy, Comedy",A Deputy Marshal inherits an unruly dog who helps him solve crimes and investigate a family mystery.,1,Season,2021
s164,Movie,Most Wanted Sharks,Unknown,Unknown,Unknown,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary","In Most Wanted Sharks, Jeremiah Sullivan dives into the stories of shark all-stars.",44,min,2021
s165,Movie,Secrets of the Bull Shark,Unknown,Keston John,Unknown,2021-07-16,2020,TV-14,44 min,"Animals & Nature, Documentary",Secrets of the Bull Shark unravels the mystery of some of the most dangerous predators.,44,min,2021
s166,TV Show,Shark Attack Files,Unknown,Unknown,Unknown,2021-07-16,2021,TV-14,1 Season,"Animals & Nature, Docuseries, Reality",Learn the truth behind the most dramatic shark attacks of our time.,1,Season,2021
s167,Movie,Shark Attack Investigation: The Paige Winter Story,Unknown,Unknown,Unknown,2021-07-16,2021,TV-14,44 min,"Animals & Nature, Documentary",A teen survives facing one of the ocean’s deadliest predators.,44,min,2021
s168,Movie,Sharkcano,Andy Seestedt,Dan Nachtrab,Unknown,2021-07-16,2020,TV-PG,44 min,"Animals & Nature, Documentary",Dr. Michael Heithaus sets out to reveal the connection between sharks and volcanoes.,44,min,2021
s169,Movie,We Bought a Zoo,Cameron Crowe,"Matt Damon, Scarlett Johansson, Thomas Haden Church, Patrick Fugit, Colin Ford, Elle Fanning",United States,2021-07-16,2011,PG,125 min,"Animals & Nature, Drama, Family",A single dad tries to give his family a fresh start by moving to a home in the middle of a zoo.,125,min,2021
